,Stall_no,Market_Category,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price
5025,19,450,0,1,0,76,1,280,12,1065.0,2935.0,338.9364
5026,2,443,0,0,0,16,0,352,14,3077.0,4819.0,4305.099447
5027,8,58,1,7,0,14,0,132,8,3472.0,9952.0,4300.399917
5028,28,320,1,0,0,100,0,374,12,9289.0,15085.0,12292.66855
5029,47,443,1,0,0,41,0,382,13,3610.0,9846.5,4559.590656
5030,7,3,0,8,0,36,1,193,10,2607.0,4608.0,569.18995875
5031,23,358,1,6,3,20,0,318,12,10951.0,18197.0,14574.026475
5032,34,23,1,0,2,71,1,376,16,1765.0,5991.0,632.6397
5033,35,38,0,5,3,28,0,205,13,3622.0,10583.0,7298.438175
5034,33,283,0,0,0,86,0,384,16,2480.0,10350.0,6711.206656
5035,5,268,0,5,2,56,0,231,14,2495.0,4063.0,3492.0966240000002
5036,1,124,0,6,0,21,0,262,7,2224.0,3421.0,3078.7638
5037,9,358,0,7,3,5,0,149,6,2680.0,12445.0,7715.2683959999995
5038,34,3,1,8,0,4,0,123,6,1645.0,2703.0,2298.07017
5039,16,14,0,9,0,68,1,205,11,2772.0,3795.0,518.5783349999999
5040,20,74,1,5,0,44,0,213,12,5771.0,8771.0,7444.776528
5041,47,468,0,8,2,30,0,199,8,3797.0,5169.0,4673.876025
5042,6,441,1,5,0,84,0,284,12,3234.0,4217.0,3956.168832
5043,43,104,1,8,0,82,0,157,9,2423.0,7197.0,4899.742848
5044,14,444,0,6,2,97,0,265,14,7641.0,9673.0,8805.468671999999
5045,23,443,1,5,0,41,0,259,16,3565.0,4680.0,4360.01616
5046,41,61,0,8,0,62,0,127,10,11431.0,15854.0,13645.3086
5047,12,186,1,9,2,47,0,262,16,2859.0,3960.0,3653.4274560000003
5048,20,55,1,4,0,74,0,617,17,2417.0,5417.0,4495.2534
5049,23,469,0,0,0,69,1,396,11,4995.0,6745.0,931.4603099999999
5050,41,452,1,3,0,68,0,214,7,6036.0,7125.0,6731.1189
5051,1,113,0,9,0,48,0,284,14,1432.0,3339.0,2655.733824
5052,18,441,0,9,0,31,0,253,17,3145.0,4844.0,4243.654275
5053,8,14,1,3,0,47,0,253,7,5672.0,7730.0,6914.154384
5054,11,65,1,2,2,31,0,107,6,2167.0,3859.0,3114.005475
5055,26,152,0,7,0,22,0,147,6,2215.0,3741.0,3118.973025
5056,16,452,1,9,0,46,0,271,13,4885.0,6785.0,6074.463024000001
5057,50,3,1,2,0,49,0,134,5,2237.0,3982.0,3224.28168
5058,24,74,0,6,0,27,1,222,14,3138.0,4393.0,597.41821125
5059,30,14,1,5,0,51,0,245,16,3605.0,4919.0,4484.931552
5060,37,363,0,7,3,27,0,132,7,457.0,1356.0,1036.532175
5061,33,57,0,6,0,19,0,335,6,4053.0,8616.0,6672.63267
5062,14,177,1,9,0,75,0,205,13,8267.0,14493.0,6108.4236975
5063,22,437,1,8,0,24,0,189,3,4716.0,6019.0,5544.214725
5064,12,443,0,0,0,72,0,367,12,5915.0,8024.0,7271.4114
5065,50,57,1,5,0,30,0,243,12,3103.0,6545.0,5060.108025
5066,23,121,0,3,0,44,0,184,3,2306.0,6241.5,3771.2584799999995
5067,5,99,1,2,0,46,1,126,13,644.0,5938.0,509.9075712
5068,50,162,1,1,1,75,0,286,8,4024.0,5748.0,5124.1509
5069,40,149,1,5,0,3,0,289,12,7142.0,9818.0,8778.302082
5070,31,358,1,1,3,73,0,280,14,4155.0,16730.0,10629.7488
5071,30,68,0,5,0,13,0,287,14,1111.0,2233.0,1961.1438660000001
5072,31,451,1,4,0,60,0,482,13,8552.0,11578.0,10322.4782
5073,8,358,1,0,3,52,0,360,12,8576.0,11477.0,10331.979408
5074,9,389,1,5,2,8,1,277,12,2430.0,6379.0,702.94819815
5075,3,205,0,9,0,77,0,223,12,2188.0,3172.0,2877.1578
5076,3,198,0,9,2,27,0,293,13,4715.0,6652.0,5968.930275
5077,42,403,0,0,0,41,0,371,14,2409.0,3529.0,3322.757376
5078,31,103,1,9,1,91,0,290,12,7889.0,13300.0,10740.290176
5079,42,447,1,2,0,79,0,164,14,4471.0,6821.0,5759.721
5080,31,451,1,7,0,76,0,106,6,4554.0,6752.0,5704.7661
5081,41,58,1,6,0,65,1,304,10,4053.0,5598.0,762.448005
5082,1,397,1,3,0,8,1,259,5,4861.0,7888.0,995.40394965
5083,21,23,1,7,2,45,0,143,9,1810.0,4268.0,6902.658431999999
5084,29,56,1,1,0,78,0,264,9,456.0,648.0,808.335
5085,18,30,1,7,0,72,0,113,8,2910.0,4060.0,3564.7821
5086,9,452,1,3,0,76,1,278,8,5050.0,6478.0,897.9215849999999
5087,33,452,1,4,0,90,1,589,15,5207.0,6734.0,971.0811264
5088,15,230,1,9,0,50,0,284,10,7990.0,11251.0,9850.669632
5089,12,147,0,4,2,18,1,499,10,1097.0,2835.0,370.00849545
5090,31,55,0,4,0,45,0,424,16,1764.0,3889.0,3289.829472
5091,34,3,1,1,0,70,0,349,5,3005.0,5131.0,4374.8397
5092,22,453,0,9,0,31,0,266,15,5192.0,7321.0,6515.5503
5093,3,162,0,7,1,94,0,134,5,6511.0,9580.0,8065.677312000001
5094,39,443,0,0,0,73,0,375,11,3317.0,4682.0,4335.111
5095,2,90,1,3,0,52,0,271,9,461.0,908.0,950.0008320000001
5096,5,73,1,0,0,46,0,398,12,2258.0,3097.0,3059.0062559999997
5097,14,452,0,7,0,72,0,109,6,6807.0,8998.0,7936.0776
5098,23,458,1,1,0,63,0,291,17,8977.0,13961.0,11661.705
5099,22,0,0,5,0,67,1,245,14,2416.0,3756.0,495.341055
5100,7,55,0,0,0,39,0,360,12,1693.0,3775.0,3089.5368
5101,20,57,0,6,0,22,0,274,10,2354.0,4441.0,3665.71275
5102,38,192,1,6,0,34,0,297,12,2236.0,6974.0,4895.261175
5103,39,58,1,1,0,67,0,338,9,5662.0,7435.0,6823.4661
5104,26,24,1,7,0,36,0,122,8,3512.0,4976.0,4358.4765
5105,17,58,0,4,0,69,1,478,11,5123.0,6515.0,936.0549
5106,44,471,1,7,2,8,0,102,5,2188.0,3207.0,2800.569915
5107,8,442,1,8,1,42,0,148,5,5705.0,7451.0,6686.222544
5108,7,447,1,5,0,24,0,268,16,5362.0,8108.0,6996.24555
5109,5,65,0,8,2,95,1,187,11,3090.0,5044.0,629.5722047999999
5110,9,55,0,7,0,14,0,101,6,2900.0,3997.0,3551.2148429999997
5111,28,358,0,3,3,48,1,284,9,1578.0,12966.0,1127.1209615999999
5112,5,350,1,1,1,60,1,257,8,4625.0,7788.0,948.43941375
5113,24,165,1,5,0,13,0,216,12,2441.0,3740.0,3309.878979
5114,42,14,1,9,0,15,0,217,15,4126.0,5801.0,5187.431205
5115,5,11,1,4,3,83,0,506,8,516.0,1357.0,1422.4672
5116,33,452,1,5,0,75,0,289,13,747.0,1071.0,1187.1882
5117,22,3,1,7,0,90,0,128,9,3901.0,5261.0,4645.251072
5118,2,3,1,8,0,74,0,148,2,1973.0,3743.0,2976.5043
5119,13,93,1,0,1,92,0,350,14,4562.0,10721.0,7886.96832
5120,16,137,1,7,0,28,0,104,7,3346.0,15639.0,9579.13215
5121,32,460,1,5,3,56,0,206,17,320.0,411.0,568.458432
5122,40,58,1,7,0,30,0,109,8,6113.0,7981.0,7143.7359
5123,37,205,1,1,0,49,0,310,11,6128.0,8953.0,7808.493743999999
5124,7,57,1,6,0,48,0,224,6,4802.0,7555.0,6365.210256
5125,9,211,1,0,0,44,0,397,16,2643.0,4385.0,3891.553632
5126,7,188,1,3,0,46,0,294,5,2328.0,3352.0,3115.353312
5127,20,469,1,9,0,70,0,243,15,5447.0,7443.0,6630.6933
5128,34,452,1,9,0,91,0,263,10,5277.0,6457.0,6047.513472
5129,17,70,1,0,2,99,0,384,11,2063.0,3808.0,3274.8826879999997
5130,17,23,1,6,2,73,0,281,11,2541.0,5039.0,4034.4183
5131,48,14,0,8,0,47,0,163,11,2777.0,3957.0,3511.0843200000004
5132,3,468,0,8,2,44,0,198,3,3928.0,5598.0,4930.670448
5133,9,268,1,2,2,64,0,110,16,990.0,5249.0,3202.1451
5134,10,24,1,1,0,48,0,289,17,6794.0,9585.0,8438.068512
5135,20,443,1,6,0,58,1,255,13,4425.0,5712.0,794.3966136
5136,37,39,1,8,3,49,0,181,7,3278.0,8435.0,6002.93376
5137,38,458,0,2,0,6,1,102,16,9669.0,13261.0,1737.6272199
5138,13,469,1,5,0,38,1,272,16,3733.0,4989.0,694.2570075
5139,4,55,1,9,0,69,0,285,14,1700.0,4312.0,3262.2579
5140,38,294,0,7,2,21,1,126,5,2168.0,5344.0,581.125545
5141,2,231,1,4,2,46,0,572,14,6374.0,9130.0,8281.506959999999
5142,33,24,1,7,0,99,0,120,5,7567.0,9678.0,8620.855936
5143,40,452,1,2,0,59,0,110,17,3814.0,5733.0,4860.303696
5144,5,452,0,5,0,100,0,281,17,2596.0,3776.0,3394.29055
5145,6,121,0,2,0,4,0,170,16,435.0,1039.0,908.089182
5146,48,62,1,2,0,88,1,165,14,1410.0,12543.0,1057.2437568
5147,41,452,1,5,0,67,1,238,14,4991.0,6643.0,900.37629
5148,23,423,0,4,0,50,0,638,9,4955.0,7660.0,6906.692448000001
5149,19,23,0,1,2,28,1,336,12,772.0,1349.0,209.14133625
5150,33,132,1,9,0,11,0,274,11,1280.0,8845.0,5341.535793
5151,19,452,1,0,0,33,0,372,15,5611.0,7803.0,7071.33735
5152,29,443,1,0,0,100,1,360,11,7629.0,5417.5,1430.66851125
5153,36,24,1,5,0,92,0,243,16,2216.0,3032.0,2829.85472
5154,21,3,1,5,0,10,0,275,16,2113.0,3009.0,2839.81599
5155,6,129,1,4,0,40,0,485,5,2025.0,3750.0,3298.02635
5156,6,37,0,2,2,9,0,132,9,5199.0,7162.0,6317.428194
5157,18,58,1,7,1,61,0,105,12,3077.0,4021.0,3620.2716
5158,34,460,1,1,3,44,0,317,16,283.0,420.0,664.778016
5159,25,423,0,3,0,63,0,288,3,3299.0,7884.0,5822.3682
5160,37,14,1,4,0,38,0,526,16,3180.0,4503.0,4362.715875
5161,48,14,0,9,0,98,0,292,11,6522.0,8311.0,7605.540096
5162,46,24,0,9,0,48,0,278,16,3540.0,4665.0,4323.213215999999
5163,20,23,1,3,1,52,0,264,6,8100.0,13165.0,10833.101568
5164,11,294,0,4,2,4,0,644,17,2253.0,6335.0,4944.80547
5165,44,14,1,5,0,45,0,421,17,3582.0,5288.0,4675.4245439999995
5166,46,144,1,8,0,70,1,198,8,13535.0,19810.0,2507.25024
5167,2,451,1,1,0,36,0,317,7,4913.0,11337.0,6401.725575
5168,17,108,0,2,0,89,1,158,9,1663.0,2864.0,358.2961536
5169,30,14,1,8,0,71,0,132,9,3436.0,4413.0,4019.4297
5170,12,55,1,1,0,97,1,287,14,1198.0,3219.0,4877.9030025
5171,37,94,1,8,0,3,0,168,8,1374.0,9755.0,5736.376305
5172,50,106,1,3,0,58,0,261,4,865.0,7981.0,4655.781072
5173,50,90,1,7,0,74,0,106,5,1483.0,2506.0,2080.485
5174,33,111,0,4,1,50,0,455,10,1957.0,4341.0,3584.0642399999997
5175,8,116,1,3,0,37,1,230,9,2932.0,4516.0,592.11849375
5176,1,3,1,8,0,43,0,164,3,1871.0,4024.0,3092.460768
5177,41,416,1,8,2,80,0,133,1,2634.0,8813.0,5725.285925
5178,19,452,1,8,0,95,0,131,11,2720.0,3499.0,3197.207552
5179,8,57,1,6,0,80,0,208,11,4041.0,6338.0,5387.207775
5180,50,358,1,1,3,99,0,285,7,2154.0,7822.0,5200.508543999999
5181,14,446,1,3,0,94,0,241,6,4958.0,6485.0,5880.020608
5182,6,55,1,6,0,47,0,315,5,3732.0,5669.0,4985.7357600000005
5183,11,90,1,4,0,50,0,555,15,1026.0,3291.0,2699.352864
5184,9,452,1,0,0,47,0,372,12,4943.0,6695.0,6158.312928
5185,41,58,1,4,1,3,0,550,9,3014.0,8052.0,4150.324926
5186,32,220,1,9,0,23,0,216,10,6626.0,9409.0,8220.9162
5187,42,437,1,6,0,89,0,235,7,8056.0,9607.0,8951.889408
5188,17,115,1,3,0,93,0,255,1,1557.0,2202.0,2103.950464
5189,25,98,0,5,0,45,1,215,13,1025.0,2521.0,296.634312
5190,5,2,1,8,1,52,0,117,5,4582.0,7074.0,5909.843376
5191,16,188,1,5,0,89,0,297,12,3460.0,4601.0,4269.954304
5192,14,63,1,0,1,93,0,363,17,5845.0,14320.0,10311.977984000001
5193,42,186,1,3,0,39,0,241,7,2992.0,4884.0,4171.3056
5194,32,152,1,8,0,83,0,116,6,6814.0,9663.0,8239.064064
5195,38,98,0,7,0,8,0,139,8,1396.0,3418.0,2547.6752070000002
5196,14,358,1,1,3,49,0,338,6,871.0,6799.0,4148.578079999999
5197,32,358,0,9,3,65,0,204,16,3102.0,14232.0,8796.0213
5198,20,3,1,9,0,21,1,217,17,1190.0,2936.0,341.67018375
5199,14,46,1,3,0,94,1,242,5,6108.0,10282.0,1247.9322240000001
5200,45,451,0,7,0,27,0,101,9,5734.0,8442.0,7177.39155
5201,7,152,0,8,0,92,0,196,11,8409.0,12380.0,10444.146944
5202,21,24,0,0,0,84,0,351,13,5721.0,8269.0,7249.176704
5203,10,452,1,8,0,38,0,110,8,6246.0,8458.0,7449.2103
5204,25,452,1,0,0,34,1,392,17,2978.0,6874.5,604.66305375
5205,35,58,0,4,0,62,0,504,14,4497.0,5291.0,5350.8015
5206,32,90,1,0,0,26,0,382,11,727.0,2749.0,2116.605225
5207,12,11,0,4,3,38,0,248,9,588.0,968.0,1386.22575
5208,48,58,0,7,0,61,1,114,7,4279.0,5743.0,761.5837349999999
5209,47,58,1,2,0,12,0,153,14,4360.0,5857.0,5268.123135
5210,33,24,0,5,0,16,0,275,15,7524.0,9888.0,8993.160593999999
5211,46,441,1,4,0,4,0,527,7,2723.0,4096.0,3938.496111
5212,3,450,1,8,0,72,0,129,4,1379.0,5516.0,3542.1012
5213,15,151,1,2,0,28,0,141,11,381.0,1009.0,834.6681
5214,19,165,1,7,0,78,0,112,7,4469.0,6884.0,5734.5453
5215,32,467,1,1,0,3,1,333,15,648.0,944.0,169.51154715
5216,35,9,0,9,3,56,0,272,16,8883.0,15506.0,12406.099536
5217,6,358,1,0,3,68,0,373,12,7996.0,12008.0,10283.13
5218,18,471,0,5,2,12,0,246,17,2237.0,2935.0,2836.11636
5219,41,469,0,5,0,91,1,260,13,4290.0,6574.0,842.5490304
5220,36,14,0,8,0,50,0,180,5,6281.0,8101.0,7327.4025599999995
5221,39,57,0,0,0,91,0,371,16,3332.0,5293.0,4622.85824
5222,4,268,0,2,2,28,0,157,13,1708.0,4589.0,3301.316025
5223,50,179,0,3,0,94,0,243,8,3031.0,5618.0,4505.1381759999995
5224,6,23,0,7,2,35,0,117,9,2023.0,6491.0,4366.885425
5225,42,452,1,1,0,21,0,253,6,4496.0,6157.0,5568.74325
5226,25,24,0,5,0,69,1,257,10,7540.0,11007.0,1417.07016
5227,2,100,0,5,0,70,0,290,15,1055.0,2021.0,1812.0069
5228,6,60,1,4,3,7,1,624,16,453.0,1242.0,220.9069071
5229,15,256,1,0,0,20,0,394,16,1452.0,12086.0,6996.778825
5230,40,55,1,8,0,85,0,165,10,1684.0,4106.0,3018.7942399999997
5231,6,14,1,3,0,69,0,201,7,4494.0,5895.0,5345.1486
5232,40,294,0,1,2,98,1,277,6,1165.0,4331.0,447.459936
5233,48,192,0,7,0,42,0,126,6,1705.0,5260.0,3587.4822240000003
5234,14,358,1,4,3,38,0,570,9,10003.0,14218.0,12659.6715
5235,29,403,0,3,0,98,0,232,7,1764.0,3332.0,2741.722368
5236,11,58,0,3,0,35,0,274,1,5058.0,6498.0,6037.44855
5237,37,165,1,9,0,14,1,280,17,5012.0,7220.0,960.8639039999999
5238,10,93,0,8,2,37,0,142,10,2097.0,4018.0,3194.5536
5239,2,450,1,0,0,80,0,381,14,2562.0,4551.0,3853.7742
5240,15,268,0,3,2,6,0,218,3,915.0,3099.0,2225.3774399999998
5241,20,55,1,0,0,85,0,390,13,2977.0,5694.0,4663.011584000001
5242,18,358,1,4,3,70,0,618,6,9615.0,12956.0,11791.1673
5243,10,443,1,8,0,81,0,185,11,5850.0,7537.0,6786.703616
5244,14,451,1,8,0,39,0,149,9,8051.0,11517.0,9916.955475
5245,46,101,0,9,0,56,0,239,17,953.0,2509.0,1960.313184
5246,20,169,0,3,1,49,0,269,3,1484.0,2402.0,2198.419488
5247,34,3,0,1,0,43,0,300,16,3030.0,6085.0,4833.655344
5248,9,11,1,7,3,10,0,106,8,622.0,1375.0,1105.18947
5249,44,350,1,8,1,86,0,122,3,386.0,7462.0,3988.900608
5250,42,403,1,5,0,23,1,250,13,3044.0,3676.0,540.80011125
5251,50,3,0,3,0,40,0,286,8,2118.0,2909.0,2738.476025
5252,30,11,1,8,3,84,0,184,7,485.0,1182.0,1003.419648
5253,23,268,1,8,2,17,0,128,4,2338.0,1815.0,3913.118649
5254,25,115,1,3,0,67,0,294,6,1716.0,2448.0,2353.4775
5255,44,447,0,2,0,48,1,144,11,5575.0,5461.5,1216.2126024
5256,41,132,1,5,0,46,0,200,13,1564.0,8475.0,5192.5834079999995
5257,32,443,0,4,0,31,1,559,17,4291.0,6220.0,871.33071375
5258,24,447,1,2,0,11,0,172,11,3104.0,4142.0,3800.7798840000005
5259,23,141,0,7,0,91,0,126,6,2525.0,3337.0,3014.713856
5260,11,455,1,4,0,64,0,508,8,2492.0,4463.0,3948.3972
5261,33,131,1,1,0,38,0,284,6,3795.0,8480.0,6409.11705
5262,50,83,1,7,0,62,0,108,6,1286.0,5793.0,3613.1238
5263,10,76,1,6,0,33,0,337,7,7609.0,10379.0,9313.95675
5264,6,358,0,5,3,65,0,267,16,3828.0,11931.0,8077.5189
5265,4,441,1,0,0,33,1,362,15,4881.0,6838.0,932.20714125
5266,44,23,1,3,2,20,1,240,4,1496.0,5779.0,568.7525099999999
5267,6,152,0,4,0,62,0,533,7,1698.0,2254.0,2485.2762
5268,5,93,1,8,2,67,0,136,4,3589.0,4899.0,4337.883
5269,36,256,1,1,0,7,0,346,10,5755.0,19922.0,13196.020266
5270,22,152,1,7,0,6,0,129,8,1852.0,2407.0,2259.97398
5271,17,358,1,3,3,21,0,238,2,4074.0,13078.0,8793.6807
5272,24,14,1,0,0,55,0,383,11,4585.0,6272.0,5780.238192
5273,11,94,0,6,2,73,0,202,10,1538.0,6801.0,4331.9133
5274,7,58,0,8,0,81,1,111,3,4755.0,5801.0,796.9433472000001
5275,43,220,1,9,0,20,0,204,12,6725.0,9062.0,7924.563175
5276,27,11,1,5,3,90,0,285,15,302.0,825.0,837.1193599999999
5277,27,188,1,5,0,27,1,216,13,2890.0,3957.0,545.22601875
5278,30,451,0,9,0,30,0,279,12,4691.0,6159.0,5696.233725
5279,36,358,1,4,3,64,0,567,14,4144.0,13009.0,9063.9549
5280,40,358,1,3,3,33,1,243,6,8161.0,16065.0,1849.85427375
5281,47,149,0,1,0,99,0,319,7,6969.0,10509.0,9122.96
5282,40,397,0,6,0,62,0,237,8,1621.0,4953.0,3491.3637
5283,11,55,0,8,0,74,1,175,11,2440.0,5435.0,611.349255
5284,41,13,0,5,3,100,0,251,14,398.0,2143.0,1489.0062
5285,5,350,0,9,1,73,1,291,13,5500.0,8195.0,1061.3889
5286,3,131,1,2,0,46,0,172,5,2442.0,6399.0,4565.303856
5287,8,57,1,6,0,91,0,247,11,1949.0,4495.0,3422.535424
5288,28,59,1,1,2,54,1,279,13,781.0,2577.0,292.07070719999996
5289,40,62,1,1,0,57,0,340,16,4236.0,10317.0,7579.319904000001
5290,2,14,0,8,0,14,1,121,9,4618.0,6133.0,825.1184799
5291,15,126,1,7,0,86,1,140,9,2880.0,4295.0,551.5511232000001
5292,26,198,0,4,0,11,0,222,8,2794.0,3761.0,3760.7438880000004
5293,33,137,0,6,0,63,0,304,10,806.0,6918.5,1901.9088
5294,44,37,1,8,2,87,0,140,8,7490.0,10076.0,8801.437568000001
5295,32,101,1,4,0,41,1,587,8,1254.0,1594.0,299.8893456
5296,32,58,1,3,1,69,0,231,1,3252.0,4523.0,4077.7011
5297,30,3,1,5,0,10,0,266,13,1770.0,3792.0,3050.314938
5298,48,456,0,0,0,97,0,384,12,2188.0,7795.0,5303.996544
5299,11,23,1,1,2,93,0,318,9,6842.0,14393.0,10787.451136
5300,22,2,1,1,1,95,0,339,17,4870.0,9236.0,7297.372544
5301,39,152,0,2,0,56,0,123,10,1610.0,2092.0,1963.2045600000001
5302,22,469,0,8,0,29,0,132,10,4694.0,2968.0,5629.401225
5303,31,58,0,4,1,73,0,484,17,3100.0,3844.0,3922.281
5304,19,443,1,8,0,95,0,102,5,5867.0,8927.0,7394.661120000001
5305,41,198,0,2,0,18,0,149,17,3080.0,4324.0,3856.904271
5306,2,268,1,0,2,80,0,365,15,1445.0,3456.0,2756.227425
5307,23,14,0,5,0,33,1,235,14,4656.0,6444.0,866.74321125
5308,18,55,0,2,0,91,1,144,14,2773.0,4175.0,535.6036224
5309,16,57,0,3,0,22,0,232,6,2076.0,5230.0,3877.472025
5310,31,79,1,2,0,8,0,165,11,1752.0,2626.0,2356.174359
5311,45,452,0,1,0,42,1,254,12,5389.0,7546.0,1002.9289104000001
5312,19,358,1,5,3,59,0,220,17,3620.0,9784.0,6889.016304000001
5313,5,342,0,9,0,78,0,309,17,1982.0,3752.0,-3133.2213
5314,10,441,1,0,0,99,1,398,11,2669.0,3973.0,550.356576
5315,23,58,1,1,0,32,0,331,14,7741.0,10551.0,9466.0755
5316,50,90,1,1,0,5,0,336,14,702.0,3379.0,2379.122064
5317,41,24,1,4,0,95,0,567,8,4234.0,6052.0,5631.826816
5318,20,58,1,3,0,93,0,293,7,7355.0,9595.0,8647.585407999999
5319,34,36,1,8,1,61,0,184,1,8531.0,12027.0,10359.3897
5320,47,198,1,4,0,84,0,381,12,2651.0,3525.0,3544.917376
5321,31,24,1,4,0,52,0,579,16,3882.0,5451.0,5219.350992000001
5322,25,68,1,2,0,39,0,105,8,1089.0,3313.0,2301.9906
5323,33,15,0,7,0,71,0,113,9,1722.0,3666.0,2781.3258
5324,24,55,1,4,0,86,0,590,11,2679.0,3773.0,3764.54848
5325,27,24,0,1,0,58,0,263,7,6282.0,10664.0,8685.981648
5326,30,163,0,4,0,5,0,621,14,1502.0,2021.0,2384.731503
5327,40,451,1,5,0,9,0,229,15,4635.0,7099.0,6104.18952
5328,30,326,1,1,0,46,0,278,6,871.0,2614.0,2008.61208
5329,37,55,1,7,0,68,0,146,5,3815.0,5043.0,4531.4379
5330,3,268,0,0,2,90,0,373,17,978.0,4467.0,3055.488128
5331,2,14,1,9,0,49,0,270,14,4496.0,6409.0,5693.457168
5332,21,23,1,1,2,76,0,257,6,3329.0,21592.0,12597.7302
5333,19,451,1,5,0,1,0,297,14,4899.0,6659.0,6083.481591
5334,17,139,1,4,2,69,0,647,10,968.0,1518.0,1872.3276
5335,11,403,1,3,0,78,0,283,2,1711.0,2683.0,2455.6356
5336,15,220,1,1,0,60,0,330,10,3920.0,5552.0,4956.64835
5337,20,55,1,4,0,82,0,553,9,1570.0,4090.0,3336.79808
5338,14,55,1,6,0,34,0,210,14,6130.0,7787.0,7160.2944
5339,27,358,1,0,3,2,0,355,16,6367.0,16726.0,11918.778003
5340,13,447,1,8,0,3,1,123,11,2888.0,3937.0,530.83441125
5341,17,452,1,2,0,70,0,104,15,4294.0,6599.0,5503.0833
5342,21,11,1,8,3,79,0,170,2,543.0,1471.0,1165.428
5343,30,70,1,9,2,62,0,214,11,989.0,4396.0,3661.4528625000003
5344,3,453,1,4,0,22,0,577,7,4563.0,4478.5,6157.477725
5345,26,114,1,0,0,56,0,366,13,1344.0,4561.0,3301.0770239999997
5346,44,397,0,5,0,22,1,279,17,1552.0,4583.0,501.49960875
5347,20,443,0,8,0,51,0,116,6,3992.0,5788.0,4976.872848
5348,6,80,1,4,0,9,0,503,9,1689.0,5875.5,3798.2101409999996
5349,5,65,1,1,2,65,1,310,13,4308.0,5963.0,809.64873
5350,34,167,1,2,0,34,0,115,13,4476.0,6665.0,5678.50815
5351,20,447,1,9,0,12,0,289,12,4145.0,5464.0,5100.199929
5352,42,6,1,5,1,37,0,290,12,2545.0,7415.0,5262.79005
5353,26,469,1,0,0,98,0,384,16,3767.0,6538.5,4902.206848
5354,10,58,1,7,0,23,0,145,7,4051.0,5662.0,4992.38775
5355,11,443,0,2,0,39,0,133,8,3275.0,5120.0,4323.02535
5356,5,65,1,5,2,39,0,241,16,2718.0,4884.0,4037.9598
5357,42,358,0,9,3,46,0,285,14,5436.0,5127.0,10632.593088
5358,12,199,0,1,0,14,0,330,12,3453.0,5370.0,4746.315321
5359,32,98,0,9,0,46,0,261,17,1122.0,2740.0,2181.230208
5360,25,452,1,9,0,13,0,220,12,4789.0,6605.0,5923.247616
5361,19,98,1,5,0,80,0,252,13,805.0,2336.0,1783.48785
5362,37,100,0,0,0,52,0,355,17,1820.0,3280.0,2890.7202239999997
5363,17,416,1,7,2,72,0,102,7,2701.0,8519.0,5658.7707
5364,1,111,0,0,1,4,0,373,11,1435.0,2287.0,2235.826395
5365,42,56,0,9,0,14,0,384,11,451.0,834.0,914.118579
5366,16,55,0,0,0,47,1,396,17,2553.0,6512.0,735.6927383999999
5367,9,23,0,8,0,70,0,141,3,6942.0,9391.0,8226.8505
5368,3,183,1,2,2,26,0,150,17,12528.0,22869.0,17833.893525
5369,28,11,1,3,3,74,0,279,7,365.0,545.0,726.9768
5370,14,108,0,9,0,84,1,266,17,2153.0,3685.0,471.6036864
5371,22,23,1,4,2,20,0,620,5,6762.0,13772.0,10647.057075
5372,26,14,1,2,0,90,0,147,8,3100.0,4651.0,3967.6313600000003
5373,14,451,1,9,0,77,0,228,10,4656.0,6772.0,5888.2329
5374,34,445,1,9,0,41,0,272,15,2332.0,3859.0,3350.558304
5375,36,358,1,9,3,81,0,207,12,1967.0,10199.0,6206.61888
5376,7,113,0,1,0,32,1,308,9,1806.0,3479.0,441.82467
5377,49,58,1,5,0,94,0,220,17,6101.0,8160.0,7256.598272
5378,25,24,1,3,0,18,0,226,3,3904.0,6217.5,5017.418208
5379,6,447,1,9,0,31,0,233,15,3188.0,4275.0,3960.17475
5380,17,452,1,5,0,10,0,244,16,2830.0,3707.0,3517.378227
5381,43,124,0,6,0,8,0,291,5,3085.0,4174.0,3921.9177689999997
5382,47,452,1,9,0,100,1,241,13,5196.0,7018.0,931.9397025000001
5383,18,469,1,5,0,12,0,297,13,6434.0,8598.0,7821.987723
5384,33,358,1,2,3,86,0,136,7,9984.0,14398.0,12157.898368
5385,19,358,1,0,3,85,0,377,11,8484.0,12839.0,10891.106688
5386,15,358,1,1,3,80,0,271,13,4585.0,9654.5,9611.180775
5387,38,137,0,0,0,93,0,389,14,3186.0,6470.0,5148.537856
5388,28,469,1,0,0,20,0,392,12,5171.0,7202.0,6437.7368
5389,40,80,1,8,0,36,0,180,11,1567.0,4813.0,3364.118625
5390,35,443,1,8,0,73,0,135,11,3450.0,4900.0,4271.4441
5391,9,9,1,5,3,15,0,292,14,6154.0,12822.0,9792.300672
5392,3,235,1,1,2,85,0,345,11,2019.0,2969.0,2800.818944
5393,1,167,0,9,0,31,1,270,14,6284.0,8534.0,1150.52198625
5394,10,65,1,4,2,63,0,618,15,5098.0,6740.0,6480.4212
5395,37,113,1,4,0,30,0,553,13,2026.0,20473.0,11787.5772
5396,37,105,0,9,0,13,0,260,13,905.0,2693.0,2061.133866
5397,45,275,1,6,0,29,0,301,14,2495.0,3640.0,3364.358025
